FIPS,Pred
-1.0,0.5119047619047619
1001.0,1.0
1003.0,1.0
1031.0,1.0
1047.0,0.7272727272727273
1049.0,1.0
1053.0,0.4
1057.0,1.0
1059.0,0.5
1071.0,0.25
1073.0,0.7
1081.0,1.0
1083.0,0.0
1089.0,0.5714285714285714
1093.0,0.75
1097.0,1.0
1099.0,0.6666666666666666
1101.0,0.5714285714285714
1105.0,0.0
1117.0,0.5324675324675324
1125.0,0.0
1129.0,0.5
4003.0,0.5
4005.0,0.8888888888888888
4013.0,0.536697247706422
4015.0,1.0
4019.0,0.5714285714285714
4023.0,0.6666666666666666
4025.0,0.5923566878980892
5007.0,0.5
5019.0,0.8260869565217391
5031.0,1.0
5045.0,0.5
5049.0,0.43478260869565216
5051.0,0.6
5057.0,0.0
5071.0,0.0
5079.0,1.0
5083.0,0.2
5101.0,0.5
5113.0,1.0
5115.0,0.8333333333333334
5119.0,0.8809523809523809
5125.0,1.0
5143.0,0.3333333333333333
6001.0,0.7254901960784313
6007.0,0.5
6013.0,0.6923076923076923
6017.0,0.5
6019.0,0.25
6023.0,1.0
6025.0,1.0
6029.0,0.0
6031.0,0.6
6033.0,0.0
6037.0,0.600250626566416
6041.0,0.48148148148148145
6047.0,1.0
6053.0,0.5714285714285714
6055.0,0.0
6059.0,0.6949152542372882
6061.0,0.6
6065.0,0.391304347826087
6067.0,0.625
6071.0,0.7272727272727273
6073.0,0.6666666666666666
6075.0,0.59375
6077.0,0.7142857142857143
6079.0,0.0
6081.0,1.0
6083.0,0.375
6085.0,0.5777777777777777
6087.0,0.6
6089.0,0.0
6095.0,0.75
6097.0,0.4
6099.0,1.0
6107.0,0.614065180102916
6111.0,0.6190476190476191
6113.0,1.0
8001.0,1.0
8005.0,0.5
8013.0,0.65
8029.0,0.0
8031.0,0.4883720930232558
8035.0,0.75
8041.0,0.55
8049.0,0.5
8059.0,0.6
8069.0,0.2
8091.0,1.0
8093.0,0.6328125
8097.0,0.0
8099.0,1.0
8101.0,1.0
8113.0,0.3333333333333333
8115.0,1.0
8117.0,0.5
8125.0,0.0
9001.0,0.39285714285714285
9003.0,0.6785714285714286
9005.0,0.25
9007.0,0.2
9009.0,0.7777777777777778
9011.0,0.25
10001.0,1.0
10003.0,1.0
10005.0,0.8095238095238095
11001.0,0.48845470692717585
12001.0,0.8888888888888888
12005.0,0.23076923076923078
12009.0,1.0
12011.0,0.7142857142857143
12015.0,0.5
12019.0,1.0
12021.0,0.6153846153846154
12023.0,1.0
12031.0,0.75
12033.0,0.3076923076923077
12035.0,1.0
12047.0,0.7407407407407407
12053.0,1.0
12055.0,0.0
