Time,Text,City,County,State
2022-04-11 00:32:00+00:00,b'Neither Washington nor Brussels \xe2\x80\x93 Whole Text You can read https://t.co/PExf84JjqF #libertarian #conservative #ukpolitics #conservatives',England,Leicestershire,,United Kingdom
2022-04-11 00:17:45+00:00,"b""#RishiSunak is proving both that #BorisJohnson's #Conservative government is a cesspool of #corruption &amp; that simpl\xe2\x80\xa6 https://t.co/QKkjnlALu7""",,New York County,New York,United States
2022-04-11 00:15:18+00:00,b'DIMINISHING RETURNS: Trumpy gathers much smaller crowd at latest North Carolina show. \n#American tired of his  \xe2\x80\x9cBig\xe2\x80\xa6 https://t.co/hWgG4H9G1y',,,,
2022-04-11 00:11:53+00:00,"b'Wow, how we see teachers is so badly skewed. Glad you left. Even an MLA said they get huge pension. Lies!\n\nI guess\xe2\x80\xa6 https://t.co/3FKHSIoUzB'",Edmonton,Edmonton (city),,Canada
2022-04-11 00:06:21+00:00,b'Marsha Blackburn is a CORRUPT #Republican senator. \n#Tennessee \nAnother #GOP politician found breaking our laws.\xe2\x80\xa6 https://t.co/dW3Rj45yFB',,,,
2022-04-11 00:03:05+00:00,b'Very interesting fight going on on the Right about #MehmetOz credentials as a #Conservative even tho he has\xe2\x80\xa6 https://t.co/DF41aJylJ2',,,,
2022-04-10 23:59:59+00:00,b'#Christians #Christianity #atheism #liberal #Conservative Who really supports what...\nhttps://t.co/uTkzaPX9lz',,,,
2022-04-10 23:58:57+00:00,b'@Dan_GT2 @PierrePoilievre @CPC_HQ Talk about divisive...\nEvery #conservative accusation is a confession...or a plan.',Ontario,Cochrane District,,Canada
2022-04-10 23:49:16+00:00,"b'I have always been a #TrumpFan...but I\'m sorry to see his endorsement of @DrOz \xf0\x9f\x99\x81.....It just comes down to a ""trust\xe2\x80\xa6 https://t.co/34qmDls4Cs'",,Logan County,Illinois,United States
2022-04-10 23:33:51+00:00,b'Absolutely...\n#Conservatives #Conservative #ToryLies #ToryCorruption #CorruptToriesOut #Corruption #ToriesOut\xe2\x80\xa6 https://t.co/29Jn5XemlA',England,Leicestershire,,United Kingdom
2022-04-10 23:19:42+00:00,"b""@SkyNews there are millions of rough sleepers, unemployed, working homelessness why aren't we sheltering them\xe2\x80\xa6 https://t.co/BEbmzf9A1y""",,,,
2022-04-10 23:12:15+00:00,b'@smc429 @KMark1969 @ksorbs The #Republican #GOP #CONservative Leader',,,,
2022-04-10 22:57:35+00:00,"b'Clearly #FreedomOfSpeech is near dead in #America.\n\nWe all saw it plain as day, an old man, speaking his mind, shov\xe2\x80\xa6 https://t.co/NtOn9gHgBM'",,Dodge County,Georgia,United States
2022-04-10 22:52:02+00:00,b'TedCruz: Good news: Biden can hide his own eggs! https://t.co/YCazOzm1xS #conservative',,,,
2022-04-10 22:52:01+00:00,b'TedCruz: \xf0\x9f\xa4\x94 https://t.co/xXJ6pppxoa #conservative',,,,
2022-04-10 22:49:17+00:00,"b'A Fight Worth Having\n-\n-\n-\nSolid, Conservative, and Just Plain Right!\n\nMonday - Friday on 770AM/92.5FM WVNN at 2PM-\xe2\x80\xa6 https://t.co/M6eoRuWOyP'",,,,
2022-04-10 22:46:28+00:00,b'HAWAIIANS\nStop voting for Democrats!  They\xe2\x80\x99ve been stealing your rights from you since day one!  When will locals l\xe2\x80\xa6 https://t.co/L9nDqFLXDi',Bozeman,Gallatin County,Montana,United States
2022-04-10 22:41:18+00:00,b'The younger Murdoch is not so bad after all\n#AmericaFirst #Patriots #Republicans #RepublicanParty #Conservative\xe2\x80\xa6 https://t.co/Cvv9K3uKVs',,Tulare County,California,United States
2022-04-10 22:36:36+00:00,b'Such decorum from the so called #CONSERVATIVE  culture secretary! https://t.co/TurtmTJRHO',,,,
2022-04-10 22:36:24+00:00,b'How the #Conservative organising machine works \n\nhttps://t.co/aX1hwXBF0d',,,,
2022-04-10 22:36:09+00:00,b'Mad Marge if #Georgia is \xe2\x80\x9cuseful idiot\xe2\x80\x9d for the Terrorist #Putin.   Why do some #Republicans like MTG support a glo\xe2\x80\xa6 https://t.co/NKAzkHsX4H',,,,
2022-04-10 22:32:22+00:00,b'@brianlilley By emotional you mean \xe2\x80\x9clogical steps to save lives\xe2\x80\x9d. The #Conservative view of emotions. \xf0\x9f\x99\x84',Toronto,,,Canada
2022-04-10 22:32:15+00:00,"b'@BelfastBre A woman devoid of the current #Conservative pty minister\xe2\x80\x99s greed to acquire more millions, lie\xe2\x80\xa6 https://t.co/QmyO7aJHjN'",,,,
2022-04-10 22:24:42+00:00,b'#journalism is all but dead today. Where do you get your information? And how do you know you can trust it? #media\xe2\x80\xa6 https://t.co/OgSDzsPfBj',San Antonio,Bexar County,Texas,United States
2022-04-10 22:18:07+00:00,b'What an amazing weekend @BIGSHANTYFESTIVAL! It was great to see the crowds back in #kennesaw. Met so many fired up\xe2\x80\xa6 https://t.co/p4I57e5TKZ',,,,
2022-04-10 22:16:21+00:00,"b""@RHHassall @WhatsEuroPinion @SimonUbsdell No chance if it's a #conservative""",,,,
2022-04-10 22:12:41+00:00,b'@davidhogg111 Consistently is not a #conservative value. #GOP',Nashville,Davidson County,Tennessee,United States
2022-04-10 22:00:43+00:00,"b""@LBC @NIAbbot Can't believe #Boris never dived into his big dressing up box and pulled out a toy gun, walkie talkie\xe2\x80\xa6 https://t.co/RqHopcXB9b""",,,,
2022-04-10 21:52:31+00:00,b'TedCruz: Liberalism is a mental disease. https://t.co/TIaDHmIEyK #conservative',,,,
2022-04-10 21:52:30+00:00,b'TedCruz: I\xe2\x80\x99m so sorry this is happening to them. https://t.co/jG4yjK2jaS #conservative',,,,
2022-04-10 21:49:34+00:00,"b""Here's the thing that I will never get over: #TargetedIndividuals are literally poor, ailing, and homeless... and w\xe2\x80\xa6 https://t.co/O8HyUC6zhd""",,,,
