Time,Text,City,County,State
2022-04-11 18:46:14+00:00,b'The hidden agenda of the #GOP #GQP https://t.co/NMWSzlkAHF',,,,
2022-04-11 18:45:51+00:00,b'#POTUS \n#SCOTUS \n#GOP \n#DNC \n#FoxNews \n#CNN \n#Antifa \n#BlackLivesMatter \n#PONTIFEX \n#CopelandNetwork \n#UN \n#NATO\xe2\x80\xa6 https://t.co/FjpSyBOq5m',,,,
2022-04-11 18:45:23+00:00,"b'@smc429 @Jim_Jordan #Republicans, like @Jim_Jordan (w their greed &amp; devotion to #Trump &amp; #McConnell) want2 4get all\xe2\x80\xa6 https://t.co/d7ZIqlbPTx'",,Tulare County,California,United States
2022-04-11 18:45:18+00:00,b'Should there be an age limit on voting and getting interviewed ? #KetanjiBrownJackson #MAGA #gop #Resist\xe2\x80\xa6 https://t.co/8ltIXMtShV',,New York County,New York,United States
2022-04-11 18:45:10+00:00,b'@RockDocDoug @JDCocchiarella The stats I have found indicate DisneyWorld brings BILLIONS dollars per year worth of\xe2\x80\xa6 https://t.co/hYN58utFZs',,Crook County,Oregon,United States
2022-04-11 18:41:39+00:00,b'#GOP yeah. It\xe2\x80\x99s about right! https://t.co/9MgkJgIUHM',,,,
2022-04-11 18:41:25+00:00,"b'@laurenboebert\n@MarshaSays\nClean up your own house before you judge others, and spread your lies.\n\n#GOP\xe2\x80\xa6 https://t.co/4JG4bfuqM9'",,,,
2022-04-11 18:40:39+00:00,"b""@davidhogg111 No, he doesn't care. The #GOP doesn't care about upholding the #Constitution or about any of us. Almo\xe2\x80\xa6 https://t.co/BSSFLawaLe""",,,,
2022-04-11 18:38:59+00:00,"b'#JaredKushner steals, lies gets paid billions. #Putin comes to kill, steal and destroy bc that\xe2\x80\x99s what Evil does. Tr\xe2\x80\xa6 https://t.co/tHZyakh9aF'",,,,
2022-04-11 18:38:18+00:00,b'The PA #GOP is already trying to do this in PA. They are putting this stealth attack on our courts on the PA Primar\xe2\x80\xa6 https://t.co/6P9R61sapM',,Centre County,Pennsylvania,United States
2022-04-11 18:37:11+00:00,"b""#Insurrection_Inciting_ Supporting_Greene-\nSlams Media Focus on Capitol Riot, Notes It Happened 'One Time'\n\nHer con\xe2\x80\xa6 https://t.co/rci31ISVeF""",,,,
2022-04-11 18:36:35+00:00,"b""Don't forget Cruel Idiot #GOP member. Majority of them are straight up ghoulish murderers. https://t.co/Xf5wSE12U9""",,,,
2022-04-11 18:36:00+00:00,b'Why Does the GOP Side with Putin? \xe2\x80\xa2 @Thom_Hartmann \xe2\x80\xa2 https://t.co/AkGPMMx1Ki \xe2\x80\xa2 Thom Hartmann: Republicans are incre\xe2\x80\xa6 https://t.co/oBe3YGIIQk',Los Angeles,Los Angeles County,California,United States
2022-04-11 18:35:11+00:00,"b""'Abhorrent and unacceptable': #Virginia #GOP official accused of racist online post resigns https://t.co/FDcLStsU2k\xe2\x80\xa6 https://t.co/PoBo0YLvcj""",,,,
2022-04-11 18:34:56+00:00,"b'What is even worse is that our Government &amp; our representatives, who are supposed to protect us with legislation to\xe2\x80\xa6 https://t.co/yPnwXTM9PW'",,,,
2022-04-11 18:34:47+00:00,"b'""Stop the STEEEEEE ...ooops!"" \n#GOP #GOPHypocrisy #Republicans #GOPLiesAboutEverything #GOPRussianAssets \nhttps://t.co/QkXa31yqpl'",,,,
2022-04-11 18:34:07+00:00,b'@LeaderMcConnell said he would support whoever is the GOP Candidate is for POTUS. There is a something seriously wr\xe2\x80\xa6 https://t.co/2FlgxqMALO',,Wilkinson County,Georgia,United States
2022-04-11 18:31:06+00:00,b'#GOP has become the #GQP https://t.co/8fNOJyPVIm',Northumberland,Northumberland County,Pennsylvania,United States
2022-04-11 18:30:05+00:00,"b""@sunsungirly @GovRonDeSantis For someone who doesn't want the state interfering in how parents raise their kids, De\xe2\x80\xa6 https://t.co/KFGqAAcRCJ""",Chicago,Cook County,Illinois,United States
2022-04-11 18:29:38+00:00,"b""Trump Tower secrets: Russia links and Putin's 'penthouse' https://t.co/Wj4xO8sWXs   #TrumpIsARussianAsset  #GOP""",,,,
2022-04-11 18:29:06+00:00,b'#POTUS \n#SCOTUS \n#GOP \n#DNC \n#FoxNews \n#CNN \n#Antifa \n#BlackLivesMatter \n#PONTIFEX \n#CopelandNetwork \n#UN \n#NATO\xe2\x80\xa6 https://t.co/SmcTUT6DpN',,,,
2022-04-11 18:29:02+00:00,"b'I\'m ready for folks like John #Mearsheimer to croak....\nHe\'s an ""elderly patriot"" that the #GOP should\'ve encourage\xe2\x80\xa6 https://t.co/odmj1qmRj9'",,,,
2022-04-11 18:28:14+00:00,b'America had ample time and enough evidence to arrest the entire Trump Mobster Management Group #GOP all the pervert\xe2\x80\xa6 https://t.co/OyUuh1DnOy',,,,
2022-04-11 18:28:04+00:00,b'When are Republicans going to throw fits about responsibility to their  neighbors?\nSelf interest &amp; immaturity are r\xe2\x80\xa6 https://t.co/uiJiuuZ4KG',,Park County,Colorado,United States
2022-04-11 18:27:41+00:00,b'Idiocracy: a disturbingly prophetic look at the future of America \xe2\x80\x93 and our era of stupidity\xe2\x80\xa6 https://t.co/tkvSI9TYpu',,,,
2022-04-11 18:27:35+00:00,b'@richsignorelli @ReverendWarnock Idiocracy: a disturbingly prophetic look at the future of America \xe2\x80\x93 and our era of\xe2\x80\xa6 https://t.co/cfuWjQUmph',,,,
2022-04-11 18:25:48+00:00,b'Flashing white supremacist sign in the white house #gop #trump https://t.co/dCPsAs2SGU https://t.co/j4U8ghuSF2',,,,
2022-04-11 18:25:33+00:00,b'Surprising Facts About Expiration Dates / When Food Actually Goes Bad  https://t.co/QMirbABP5f\n\n#food #foodstorage\xe2\x80\xa6 https://t.co/EBeQ9ZE4Dd',,,,
